video_path,relative_path,category,binary_label,binary_class,ethnicity,gender,identity,filename,split
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id00579\00030.mp4,RealVideo-RealAudio\Asian (East)\women\id00579\00030.mp4,RealVideo-RealAudio,0,real,Asian (East),women,id00579,00030.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\men\id00857\00347_fake.mp4,RealVideo-FakeAudio\Asian (South)\men\id00857\00347_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),men,id00857,00347_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id00560\00041_id06467_bN8jVda0Byw_id03168_wavtolip.mp4,FakeVideo-FakeAudio\Asian (East)\men\id00560\00041_id06467_bN8jVda0Byw_id03168_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (East),men,id00560,00041_id06467_bN8jVda0Byw_id03168_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id01058\00005.mp4,RealVideo-RealAudio\Caucasian (European)\men\id01058\00005.mp4,RealVideo-RealAudio,0,real,Caucasian (European),men,id01058,00005.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id01001\00086_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\women\id01001\00086_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),women,id01001,00086_fake.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\women\id00359\00053_fake.mp4,RealVideo-FakeAudio\African\women\id00359\00053_fake.mp4,RealVideo-FakeAudio,1,fake,African,women,id00359,00053_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00231\00037_id00180_lkeAa8Od_tg_id01225_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\women\id00231\00037_id00180_lkeAa8Od_tg_id01225_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),women,id00231,00037_id00180_lkeAa8Od_tg_id01225_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id09053\00005_id05383_wavtolip.mp4,FakeVideo-RealAudio\Asian (East)\men\id09053\00005_id05383_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Asian (East),men,id09053,00005_id05383_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\women\id09174\00015_fake.mp4,RealVideo-FakeAudio\Asian (East)\women\id09174\00015_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),women,id09174,00015_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id06060\00219_id06225_wavtolip.mp4,FakeVideo-RealAudio\Asian (East)\women\id06060\00219_id06225_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Asian (East),women,id06060,00219_id06225_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00098\00004_id01231_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\women\id00098\00004_id01231_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),women,id00098,00004_id01231_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id01589\00017_id06269_Jm9bEizIGBE.mp4,FakeVideo-RealAudio\Asian (East)\men\id01589\00017_id06269_Jm9bEizIGBE.mp4,FakeVideo-RealAudio,1,fake,Asian (East),men,id01589,00017_id06269_Jm9bEizIGBE.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\women\id00488\00028_fake.mp4,RealVideo-FakeAudio\Asian (South)\women\id00488\00028_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),women,id00488,00028_fake.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id04705\00408_id05252_CMxIX3absYM_faceswap_id02948_wavtolip.mp4,FakeVideo-FakeAudio\African\women\id04705\00408_id05252_CMxIX3absYM_faceswap_id02948_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,African,women,id04705,00408_id05252_CMxIX3absYM_faceswap_id02948_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id04687\00066_id02493_zYAm6W46Mcg_id04774_wavtolip.mp4,FakeVideo-FakeAudio\Asian (East)\men\id04687\00066_id02493_zYAm6W46Mcg_id04774_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (East),men,id04687,00066_id02493_zYAm6W46Mcg_id04774_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (American)\men\id00184\00241_fake.mp4,RealVideo-FakeAudio\Caucasian (American)\men\id00184\00241_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (American),men,id00184,00241_fake.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id08402\00092_id02587_KzwJPH5_8j0_id08139_wavtolip.mp4,FakeVideo-FakeAudio\Asian (East)\women\id08402\00092_id02587_KzwJPH5_8j0_id08139_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (East),women,id08402,00092_id02587_KzwJPH5_8j0_id08139_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\men\id00166\00010_fake.mp4,RealVideo-FakeAudio\African\men\id00166\00010_fake.mp4,RealVideo-FakeAudio,1,fake,African,men,id00166,00010_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id00633\00088_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\women\id00633\00088_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),women,id00633,00088_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id04376\00181.mp4,RealVideo-RealAudio\African\women\id04376\00181.mp4,RealVideo-RealAudio,0,real,African,women,id04376,00181.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\women\id02721\00424_fake.mp4,RealVideo-FakeAudio\African\women\id02721\00424_fake.mp4,RealVideo-FakeAudio,1,fake,African,women,id02721,00424_fake.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00963\00028.mp4,RealVideo-RealAudio\Caucasian (European)\men\id00963\00028.mp4,RealVideo-RealAudio,0,real,Caucasian (European),men,id00963,00028.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\women\id06443\00232_fake.mp4,RealVideo-FakeAudio\Asian (East)\women\id06443\00232_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),women,id06443,00232_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id04070\00072_id07078_sLVbTD3Dtgw_id06343_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\women\id04070\00072_id07078_sLVbTD3Dtgw_id06343_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),women,id04070,00072_id07078_sLVbTD3Dtgw_id06343_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id03589\00002_id00287_2NpfYjyMsPM_id00071_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (European)\women\id03589\00002_id00287_2NpfYjyMsPM_id00071_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (European),women,id03589,00002_id00287_2NpfYjyMsPM_id00071_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id04222\00078_id06878_wavtolip.mp4,FakeVideo-RealAudio\Asian (East)\men\id04222\00078_id06878_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Asian (East),men,id04222,00078_id06878_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01972\00078_id01779_HgyHpDEo_jk_id01856_wavtolip.mp4,FakeVideo-FakeAudio\African\men\id01972\00078_id01779_HgyHpDEo_jk_id01856_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,African,men,id01972,00078_id01779_HgyHpDEo_jk_id01856_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01178\00028_id05252_CMxIX3absYM_faceswap.mp4,FakeVideo-RealAudio\African\women\id01178\00028_id05252_CMxIX3absYM_faceswap.mp4,FakeVideo-RealAudio,1,fake,African,women,id01178,00028_id05252_CMxIX3absYM_faceswap.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id08613\00074_id00597_wavtolip.mp4,FakeVideo-FakeAudio\Asian (East)\men\id08613\00074_id00597_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (East),men,id08613,00074_id00597_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id04490\00054_id07136_wavtolip.mp4,FakeVideo-RealAudio\Asian (South)\women\id04490\00054_id07136_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Asian (South),women,id04490,00054_id07136_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00383\00171_id00231_Pi8vVHrPQMU.mp4,FakeVideo-RealAudio\Caucasian (American)\women\id00383\00171_id00231_Pi8vVHrPQMU.mp4,FakeVideo-RealAudio,1,fake,Caucasian (American),women,id00383,00171_id00231_Pi8vVHrPQMU.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id04057\00015.mp4,RealVideo-RealAudio\Asian (East)\women\id04057\00015.mp4,RealVideo-RealAudio,0,real,Asian (East),women,id04057,00015.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\men\id00999\00028_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\men\id00999\00028_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),men,id00999,00028_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id01245_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\women\id00431\00039_id01245_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),women,id00431,00039_id01245_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\men\id04687\00066_fake.mp4,RealVideo-FakeAudio\Asian (East)\men\id04687\00066_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),men,id04687,00066_fake.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id01157\00048.mp4,RealVideo-RealAudio\Caucasian (European)\men\id01157\00048.mp4,RealVideo-RealAudio,0,real,Caucasian (European),men,id01157,00048.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id00188\00020_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\women\id00188\00020_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),women,id00188,00020_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id02721\00424_id02838_wavtolip.mp4,FakeVideo-RealAudio\African\women\id02721\00424_id02838_wavtolip.mp4,FakeVideo-RealAudio,1,fake,African,women,id02721,00424_id02838_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00291\00052_id01238_VPdv2sexRy0.mp4,FakeVideo-RealAudio\Caucasian (American)\women\id00291\00052_id01238_VPdv2sexRy0.mp4,FakeVideo-RealAudio,1,fake,Caucasian (American),women,id00291,00052_id01238_VPdv2sexRy0.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00458\00072_id01231_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (American)\women\id00458\00072_id01231_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (American),women,id00458,00072_id01231_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id06254\00043.mp4,RealVideo-RealAudio\Asian (South)\women\id06254\00043.mp4,RealVideo-RealAudio,0,real,Asian (South),women,id06254,00043.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id03713\00249_id05231_wavtolip.mp4,FakeVideo-RealAudio\African\women\id03713\00249_id05231_wavtolip.mp4,FakeVideo-RealAudio,1,fake,African,women,id03713,00249_id05231_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00591\00001_id00897_0ayFw8JhoyI.mp4,FakeVideo-RealAudio\Caucasian (European)\women\id00591\00001_id00897_0ayFw8JhoyI.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),women,id00591,00001_id00897_0ayFw8JhoyI.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00100\00028_2.mp4,FakeVideo-RealAudio\Caucasian (American)\women\id00100\00028_2.mp4,FakeVideo-RealAudio,1,fake,Caucasian (American),women,id00100,00028_2.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\women\id04245\00072_fake.mp4,RealVideo-FakeAudio\African\women\id04245\00072_fake.mp4,RealVideo-FakeAudio,1,fake,African,women,id04245,00072_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00594\00005_id00192_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id00594\00005_id00192_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id00594,00005_id00192_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\men\id00183\00015_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\men\id00183\00015_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),men,id00183,00015_fake.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\men\id00554\00028_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\men\id00554\00028_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),men,id00554,00028_fake.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (South)\women\id03985\00005_fake.mp4,RealVideo-FakeAudio\Asian (South)\women\id03985\00005_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (South),women,id03985,00005_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (American)\men\id01192\00217_fake.mp4,RealVideo-FakeAudio\Caucasian (American)\men\id01192\00217_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (American),men,id01192,00217_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id00708\00043_id00696_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\men\id00708\00043_id00696_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),men,id00708,00043_id00696_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01779\00010_id01392_wavtolip.mp4,FakeVideo-RealAudio\African\men\id01779\00010_id01392_wavtolip.mp4,FakeVideo-RealAudio,1,fake,African,men,id01779,00010_id01392_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id00328\00092.mp4,RealVideo-RealAudio\Caucasian (European)\women\id00328\00092.mp4,RealVideo-RealAudio,0,real,Caucasian (European),women,id00328,00092.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id03649\00001_id00434_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (European)\women\id03649\00001_id00434_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (European),women,id03649,00001_id00434_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id00366\00118_id01544_uBo9585VW2A.mp4,FakeVideo-RealAudio\African\men\id00366\00118_id01544_uBo9585VW2A.mp4,FakeVideo-RealAudio,1,fake,African,men,id00366,00118_id01544_uBo9585VW2A.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id01091\00236_id03696_Kz45DNXKLXI.mp4,FakeVideo-RealAudio\Caucasian (American)\women\id01091\00236_id03696_Kz45DNXKLXI.mp4,FakeVideo-RealAudio,1,fake,Caucasian (American),women,id01091,00236_id03696_Kz45DNXKLXI.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00265\00130_id00186_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id00265\00130_id00186_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id00265,00130_id00186_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (American)\men\id01172\00015_fake.mp4,RealVideo-FakeAudio\Caucasian (American)\men\id01172\00015_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (American),men,id01172,00015_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00225\00078_id00498_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id00225\00078_id00498_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id00225,00078_id00498_wavtolip.mp4,validation
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id03103\00130.mp4,RealVideo-RealAudio\African\women\id03103\00130.mp4,RealVideo-RealAudio,0,real,African,women,id03103,00130.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id00271\00028_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\women\id00271\00028_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),women,id00271,00028_fake.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00190\00072.mp4,RealVideo-RealAudio\Caucasian (American)\women\id00190\00072.mp4,RealVideo-RealAudio,0,real,Caucasian (American),women,id00190,00072.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\men\id04222\00078_fake.mp4,RealVideo-FakeAudio\Asian (East)\men\id04222\00078_fake.mp4,RealVideo-FakeAudio,1,fake,Asian (East),men,id04222,00078_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id00633\00088.mp4,RealVideo-RealAudio\Caucasian (European)\women\id00633\00088.mp4,RealVideo-RealAudio,0,real,Caucasian (European),women,id00633,00088.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id00496\00015_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\women\id00496\00015_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),women,id00496,00015_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id04582\00180.mp4,RealVideo-RealAudio\Asian (South)\women\id04582\00180.mp4,RealVideo-RealAudio,0,real,Asian (South),women,id04582,00180.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id04144\00028.mp4,RealVideo-RealAudio\Asian (East)\women\id04144\00028.mp4,RealVideo-RealAudio,0,real,Asian (East),women,id04144,00028.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (American)\men\id01210\00283_fake.mp4,RealVideo-FakeAudio\Caucasian (American)\men\id01210\00283_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (American),men,id01210,00283_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01933\00028_id01170_7eoTTk4xyNo_faceswap.mp4,FakeVideo-RealAudio\African\men\id01933\00028_id01170_7eoTTk4xyNo_faceswap.mp4,FakeVideo-RealAudio,1,fake,African,men,id01933,00028_id01170_7eoTTk4xyNo_faceswap.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id00076\00109_id00173_UHoMXLSjlDo_id00475_wavtolip.mp4,FakeVideo-FakeAudio\African\men\id00076\00109_id00173_UHoMXLSjlDo_id00475_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,African,men,id00076,00109_id00173_UHoMXLSjlDo_id00475_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id01018\00072_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\women\id01018\00072_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),women,id01018,00072_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id07194\00014_id07058_JXJTxhrICl0.mp4,FakeVideo-RealAudio\Asian (South)\men\id07194\00014_id07058_JXJTxhrICl0.mp4,FakeVideo-RealAudio,1,fake,Asian (South),men,id07194,00014_id07058_JXJTxhrICl0.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\men\id00498\00014_fake.mp4,RealVideo-FakeAudio\Caucasian (European)\men\id00498\00014_fake.mp4,RealVideo-FakeAudio,1,fake,Caucasian (European),men,id00498,00014_fake.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id03605\00048_id01238_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (American)\women\id03605\00048_id01238_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (American),women,id03605,00048_id01238_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id01192\00217.mp4,RealVideo-RealAudio\Caucasian (American)\men\id01192\00217.mp4,RealVideo-RealAudio,0,real,Caucasian (American),men,id01192,00217.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id06753\00021_id07463_wavtolip.mp4,FakeVideo-FakeAudio\Asian (South)\men\id06753\00021_id07463_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Asian (South),men,id06753,00021_id07463_wavtolip.mp4,train
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id03525\00048_id01124_wavtolip.mp4,FakeVideo-FakeAudio\Caucasian (American)\men\id03525\00048_id01124_wavtolip.mp4,FakeVideo-FakeAudio,1,fake,Caucasian (American),men,id03525,00048_id01124_wavtolip.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\women\id02071\00195_fake.mp4,RealVideo-FakeAudio\African\women\id02071\00195_fake.mp4,RealVideo-FakeAudio,1,fake,African,women,id02071,00195_fake.mp4,test
D:\SyncGuard\data\raw\FakeAVCeleb_v1.2\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00225\00078_id00063_wavtolip.mp4,FakeVideo-RealAudio\Caucasian (European)\men\id00225\00078_id00063_wavtolip.mp4,FakeVideo-RealAudio,1,fake,Caucasian (European),men,id00225,00078_id00063_wavtolip.mp4,validation
